uf;cod_munic;nome_do_municipio;pop
PI;02455;Capitão Gervásio Oliveira; 3 974
PI;02505;Caracol; 10 318
PI;02539;Caraúbas do Piauí; 5 630
PI;02554;Caridade do Piauí; 5 033
PI;02604;Castelo do Piauí; 19 288
PI;02653;Caxingó; 5 496
PI;02703;Cocal; 28 212
PI;02711;Cocal de Telha; 4 911
PI;02729;Cocal dos Alves; 6 386
PI;02737;Coivaras; 4 043
PI;02752;Colônia do Gurguéia; 6 150
PI;02778;Colônia do Piauí; 6 991
PI;02802;Conceição do Canindé; 4 932
PI;02851;Coronel José Dias; 4 250
PI;02901;Corrente; 27 285
PI;03008;Cristalândia do Piauí; 7 283
PI;03107;Cristino Castro; 10 503
PI;03206;Curimatá; 11 270
PI;03230;Currais; 4 844
PI;03255;Curralinhos; 4 413
PI;03271;Curral Novo do Piauí; 5 073
PI;03305;Demerval Lobão; 15 853
PI;03354;Dirceu Arcoverde; 7 054
PI;03404;Dom Expedito Lopes; 6 320
PI;03420;Domingos Mourão; 4 075
PI;03453;Dom Inocêncio; 9 159
PI;03503;Elesbão Veloso; 13 607
PI;03602;Eliseu Martins; 4 377
PI;03701;Esperantina; 40 970
PI;03750;Fartura do Piauí; 5 284
PI;03800;Flores do Piauí; 4 414
PI;03859;Floresta do Piauí; 2 333
PI;03909;Floriano; 62 036
PI;04006;Francinópolis; 4 505
PI;04105;Francisco Ayres; 4 412
PI;04154;Francisco Macedo; 2 929
PI;04204;Francisco Santos; 8 237
PI;04303;Fronteiras; 10 259
PI;04352;Geminiano; 5 445
PI;04402;Gilbués; 10 892
PI;04501;Guadalupe; 10 270
PI;04550;Guaribas; 4 276
PI;04600;Hugo Napoleão; 3 518
PI;04659;Ilha Grande; 9 274
PI;04709;Inhuma; 14 958
PI;04808;Ipiranga do Piauí; 9 420
PI;04907;Isaías Coelho; 7 774
PI;05003;Itainópolis; 10 790
PI;05102;Itaueira; 10 323
PI;05151;Jacobina do Piauí; 5 613
PI;05201;Jaicós; 17 527
PI;05250;Jardim do Mulato; 4 180
PI;05276;Jatobá do Piauí; 4 494
PI;05300;Jerumenha; 4 497
PI;05359;João Costa; 2 970
PI;05409;Joaquim Pires; 13 886
PI;05458;Joca Marques; 5 394
PI;05508;José de Freitas; 42 559
PI;05516;Juazeiro do Piauí; 5 214
PI;05524;Júlio Borges; 5 388
PI;05532;Jurema; 4 425
PI;05540;Lagoinha do Piauí; 2 939
PI;05557;Lagoa Alegre; 8 256
PI;05565;Lagoa do Barro do Piauí; 4 995
PI;05573;Lagoa de São Francisco; 6 331
PI;05581;Lagoa do Piauí; 4 810
PI;05599;Lagoa do Sítio; 4 520
PI;05607;Landri Sales; 5 213
PI;05706;Luís Correia; 30 641
PI;05805;Luzilândia; 25 375
PI;05854;Madeiro; 8 032
PI;05904;Manoel Emídio; 5 209
PI;05953;Marcolândia; 8 533
PI;06001;Marcos Parente; 4 724
PI;06050;Massapê do Piauí; 5 218
PI;06100;Matias Olímpio; 10 641
PI;06209;Miguel Alves; 32 150
PI;06308;Miguel Leão; 1 318
PI;06357;Milton Brandão; 6 542
PI;06407;Monsenhor Gil; 10 255
PI;06506;Monsenhor Hipólito; 7 577
PI;06605;Monte Alegre do Piauí; 10 660
PI;06654;Morro Cabeça no Tempo; 4 377
PI;06670;Morro do Chapéu do Piauí; 6 425
PI;06696;Murici dos Portelas; 9 004
PI;06704;Nazaré do Piauí; 6 665
PI;06720;Nazária; 10 262
PI;06753;Nossa Senhora de Nazaré; 5 228
PI;06803;Nossa Senhora dos Remédios; 8 525
PI;06902;Novo Oriente do Piauí; 6 097
PI;06951;Novo Santo Antônio; 2 827
PI;07009;Oeiras; 38 161
PI;07108;Olho D'Água do Piauí; 2 637
PI;07207;Padre Marcos; 6 382
PI;07306;Paes Landim; 4 088
PI;07355;Pajeú do Piauí; 3 000
PI;07405;Palmeira do Piauí; 4 952
PI;07504;Palmeirais; 13 263
PI;07553;Paquetá; 3 813
PI;07603;Parnaguá; 10 103
PI;07702;Parnaíba; 162 159
PI;07751;Passagem Franca do Piauí; 4 135
PI;07777;Patos do Piauí; 5 425
PI;07793;Pau D'Arco do Piauí; 3 880
PI;07801;Paulistana; 21 055
PI;07850;Pavussu; 3 628
PI;07900;Pedro II; 37 894
PI;07934;Pedro Laurentino; 2 458
PI;07959;Nova Santa Rita; 4 076
PI;08007;Picos; 83 090
PI;08106;Pimenteiras; 11 341
PI;08205;Pio IX; 17 613
PI;08304;Piracuruca; 28 453
PI;08403;Piripiri; 65 450
PI;08502;Porto; 12 052
PI;08551;Porto Alegre do Piauí; 2 364
PI;08601;Prata do Piauí; 3 042
PI;08650;Queimada Nova; 8 738
PI;08700;Redenção do Gurguéia; 8 394
PI;08809;Regeneração; 17 133
PI;08858;Riacho Frio; 4 165
PI;08874;Ribeira do Piauí; 4 055
PI;08908;Ribeiro Gonçalves; 6 164
PI;09005;Rio Grande do Piauí; 5 801
PI;09104;Santa Cruz do Piauí; 5 831
PI;09153;Santa Cruz dos Milagres; 3 435
PI;09203;Santa Filomena; 6 087
PI;09302;Santa Luz; 5 336
PI;09351;Santana do Piauí; 4 125
PI;09377;Santa Rosa do Piauí; 4 650
PI;09401;Santo Antônio de Lisboa; 5 839
PI;09450;Santo Antônio dos Milagres; 2 138
PI;09500;Santo Inácio do Piauí; 3 646
PI;09559;São Braz do Piauí; 4 358
PI;09609;São Félix do Piauí; 2 842
PI;09658;São Francisco de Assis do Piauí; 5 577
PI;09708;São Francisco do Piauí; 5 392
PI;09757;São Gonçalo do Gurguéia; 2 947
PI;09807;São Gonçalo do Piauí; 4 837
PI;09856;São João da Canabrava; 4 242
PI;09872;São João da Fronteira; 5 522
PI;09906;São João da Serra; 6 114
PI;09955;São João da Varjota; 4 383
PI;09971;São João do Arraial; 8 186
PI;10003;São João do Piauí; 21 421
PI;10052;São José do Divino; 4 841
PI;10102;São José do Peixe; 3 297
PI;10201;São José do Piauí; 6 597
PI;10300;São Julião; 6 025
PI;10359;São Lourenço do Piauí; 4 410
PI;10375;São Luis do Piauí; 2 309
PI;10383;São Miguel da Baixa Grande; 2 269
PI;10391;São Miguel do Fidalgo; 2 829
PI;10409;São Miguel do Tapuio; 17 554
PI;10508;São Pedro do Piauí; 13 755
PI;10607;São Raimundo Nonato; 38 934
PI;10623;Sebastião Barros; 3 202
PI;10631;Sebastião Leal; 4 446
PI;10656;Sigefredo Pacheco; 9 460
PI;10706;Simões; 14 350
PI;10805;Simplício Mendes; 13 881
PI;10904;Socorro do Piauí; 4 141
PI;10938;Sussuapara; 6 220
PI;10953;Tamboril do Piauí; 2 949
PI;10979;Tanque do Piauí; 2 316
PI;11001;Teresina; 866 300
PI;11100;União; 46 119
PI;11209;Uruçuí; 25 203
PI;11308;Valença do Piauí; 22 281
PI;11357;Várzea Branca; 5 055
PI;11407;Várzea Grande; 4 417
PI;11506;Vera Mendes; 3 185
PI;11605;Vila Nova do Piauí; 2 935
PI;11704;Wall Ferraz; 4 059
CE;00101;Abaiara; 10 038
CE;00150;Acarape; 14 027
CE;00200;Acaraú; 64 806
CE;00309;Acopiara; 44 962
CE;00408;Aiuaba; 14 076
CE;00507;Alcântaras; 11 369
CE;00606;Altaneira; 6 782
CE;00705;Alto Santo; 14 155
CE;00754;Amontada; 42 156
CE;00804;Antonina do Norte; 7 245
CE;00903;Apuiarés; 12 893
CE;01000;Aquiraz; 80 243
CE;01109;Aracati; 75 112
CE;01208;Aracoiaba; 25 553
CE;01257;Ararendá; 11 096
CE;01307;Araripe; 19 783
CE;01406;Aratuba; 11 224
CE;01505;Arneiroz; 7 429
CE;01604;Assaré; 21 697
CE;01703;Aurora; 23 714
CE;01802;Baixio; 5 704
CE;01851;Banabuiú; 17 195
CE;01901;Barbalha; 75 033
CE;01950;Barreira; 22 391
CE;02008;Barro; 19 381
CE;02057;Barroquinha; 14 567
CE;02107;Baturité; 35 218
CE;02206;Beberibe; 53 114
CE;02305;Bela Cruz; 32 775
CE;02404;Boa Viagem; 50 411
CE;02503;Brejo Santo; 51 090
CE;02602;Camocim; 62 326
CE;02701;Campos Sales; 25 135
CE;02800;Canindé; 74 174
CE;02909;Capistrano; 17 254
CE;03006;Caridade; 16 377
CE;03105;Cariré; 17 632
CE;03204;Caririaçu; 26 320
CE;03303;Cariús; 17 015
CE;03402;Carnaubal; 17 210
CE;03501;Cascavel; 72 626
CE;03600;Catarina; 10 243
CE;03659;Catunda; 10 444
CE;03709;Caucaia; 355 679
CE;03808;Cedro; 22 344
CE;03907;Chaval; 12 462
CE;03931;Choró; 12 113
CE;03956;Chorozinho; 20 163
CE;04004;Coreaú; 20 952
CE;04103;Crateús; 76 390
CE;04202;Crato; 131 050
CE;04236;Croatá; 17 481
CE;04251;Cruz; 29 628
CE;04269;Deputado Irapuan Pinheiro; 8 932
CE;04277;Ereré; 6 474
CE;04285;Eusébio; 74 170
CE;04301;Farias Brito; 18 217
CE;04350;Forquilha; 24 173
CE;04400;Fortaleza;2 428 678
CE;04459;Fortim; 17 294
CE;04509;Frecheirinha; 15 615
CE;04608;General Sampaio; 6 734
CE;04657;Graça; 13 801
CE;04707;Granja; 53 344
CE;04806;Granjeiro; 4 841
CE;04905;Groaíras; 10 910
CE;04954;Guaiúba; 24 217
CE;05001;Guaraciaba do Norte; 42 053
CE;05100;Guaramiranga; 5 654
CE;05209;Hidrolândia; 17 855
CE;05233;Horizonte; 74 754
CE;05266;Ibaretama; 11 956
CE;05308;Ibiapina; 23 965
CE;05332;Ibicuitinga; 11 611
CE;05357;Icapuí; 21 433
CE;05407;Icó; 62 622
CE;05506;Iguatu; 98 064
CE;05605;Independência; 24 024
CE;05654;Ipaporanga; 11 575
CE;05704;Ipaumirim; 12 083
CE;05803;Ipu; 41 081
CE;05902;Ipueiras; 36 798
CE;06009;Iracema; 14 001
CE;06108;Irauçuba; 23 915
CE;06207;Itaiçaba; 7 536
CE;06256;Itaitinga; 64 648
CE;06306;Itapajé; 46 426
CE;06405;Itapipoca; 131 123
CE;06504;Itapiúna; 17 841
CE;06553;Itarema; 42 726
CE;06603;Itatira; 20 424
CE;06702;Jaguaretama; 17 232
CE;06801;Jaguaribara; 10 356
CE;06900;Jaguaribe; 33 726
CE;07007;Jaguaruana; 31 701
CE;07106;Jardim; 27 411
CE;07205;Jati; 7 861
CE;07254;Jijoca de Jericoacoara; 25 555
CE;07304;Juazeiro do Norte; 286 120
CE;07403;Jucás; 23 922
CE;07502;Lavras da Mangabeira; 30 802
CE;07601;Limoeiro do Norte; 59 560
CE;07635;Madalena; 16 896
CE;07650;Maracanaú; 234 392
CE;07700;Maranguape; 105 093
CE;07809;Marco; 25 799
CE;07908;Martinópole; 10 846
CE;08005;Massapê; 37 697
CE;08104;Mauriti; 45 561
CE;08203;Meruoca; 15 162
CE;08302;Milagres; 25 900
CE;08351;Milhã; 13 999
CE;08377;Miraíma; 14 196
CE;08401;Missão Velha; 36 822
CE;08500;Mombaça; 37 735
CE;08609;Monsenhor Tabosa; 17 149
CE;08708;Morada Nova; 61 221
CE;08807;Moraújo; 8 256
CE;08906;Morrinhos; 22 753
CE;09003;Mucambo; 13 666
CE;09102;Mulungu; 10 569
CE;09201;Nova Olinda; 15 399
CE;09300;Nova Russas; 30 699
CE;09409;Novo Oriente; 27 545
CE;09458;Ocara; 24 493
CE;09508;Orós; 19 675
CE;09607;Pacajus; 70 534
CE;09706;Pacatuba; 81 238
CE;09805;Pacoti; 11 186
CE;09904;Pacujá; 6 175
CE;10001;Palhano; 9 346
CE;10100;Palmácia; 10 242
CE;10209;Paracuru; 38 691
CE;10258;Paraipaba; 32 216
CE;10308;Parambu; 31 445
CE;10407;Paramoti; 10 384
CE;10506;Pedra Branca; 40 187
CE;10605;Penaforte; 8 972
CE;10704;Pentecoste; 37 813
CE;10803;Pereiro; 15 274
CE;10852;Pindoretama; 23 345
CE;10902;Piquet Carneiro; 16 616
CE;10951;Pires Ferreira; 10 606
CE;11009;Poranga; 12 065
CE;11108;Porteiras; 17 050
CE;11207;Potengi; 8 833
CE;11231;Potiretama; 5 974
CE;11264;Quiterianópolis; 20 213
CE;11306;Quixadá; 84 165
CE;11355;Quixelô; 15 910
CE;11405;Quixeramobim; 82 122
CE;11504;Quixeré; 20 874
CE;11603;Redenção; 27 214
CE;11702;Reriutaba; 18 606
CE;11801;Russas; 72 928
CE;11900;Saboeiro; 13 854
CE;11959;Salitre; 16 633
CE;12007;Santana do Acaraú; 30 628
CE;12106;Santana do Cariri; 16 954
CE;12205;Santa Quitéria; 40 183
CE;12304;São Benedito; 47 640
CE;12403;São Gonçalo do Amarante; 54 021
CE;12502;São João do Jaguaribe; 5 855
CE;12601;São Luís do Curu; 10 822
CE;12700;Senador Pompeu; 24 266
CE;12809;Senador Sá; 7 262
CE;12908;Sobral; 203 023
CE;13005;Solonópole; 18 179
CE;13104;Tabuleiro do Norte; 30 652
CE;13203;Tamboril; 24 815
CE;13252;Tarrafas; 7 529
CE;13302;Tauá; 61 223
CE;13351;Tejuçuoca; 17 154
CE;13401;Tianguá; 81 506
CE;13500;Trairi; 58 415
CE;13559;Tururu; 15 412
CE;13609;Ubajara; 32 767
CE;13708;Umari; 6 871
CE;13757;Umirim; 17 470
CE;13807;Uruburetama; 20 189
CE;13906;Uruoca; 13 746
CE;13955;Varjota; 18 105
CE;14003;Várzea Alegre; 38 984
CE;14102;Viçosa do Ceará; 59 712
RN;00109;Acari; 10 597
RN;00208;Açu; 56 502
RN;00307;Afonso Bezerra; 10 839
RN;00406;Água Nova; 2 946
RN;00505;Alexandria; 13 640
RN;00604;Almino Afonso; 4 687
RN;00703;Alto do Rodrigues; 12 484
RN;00802;Angicos; 11 632
RN;00901;Antônio Martins; 6 577
RN;01008;Apodi; 36 094
RN;01107;Areia Branca; 24 093
RN;01206;Arês; 13 251
RN;01305;Campo Grande; 9 743
RN;01404;Baía Formosa; 8 824
RN;01453;Baraúna; 26 894
RN;01503;Barcelona; 3 986
RN;01602;Bento Fernandes; 4 807
RN;01651;Bodó; 2 306
RN;01701;Bom Jesus; 9 952
RN;01800;Brejinho; 12 202
RN;01859;Caiçara do Norte; 6 293
RN;01909;Caiçara do Rio do Vento; 3 268
RN;02006;Caicó; 61 146
RN;02105;Campo Redondo; 10 215
RN;02204;Canguaretama; 29 668
RN;02303;Caraúbas; 19 577
RN;02402;Carnaúba dos Dantas; 7 990
RN;02501;Carnaubais; 9 714
RN;02600;Ceará-Mirim; 79 115
RN;02709;Cerro Corá; 11 000
RN;02808;Coronel Ezequiel; 5 117
RN;02907;Coronel João Pessoa; 4 237
RN;03004;Cruzeta; 8 005
RN;03103;Currais Novos; 41 318
RN;03202;Doutor Severiano; 7 044
RN;03251;Parnamirim; 252 716
RN;03301;Encanto; 6 016
RN;03400;Equador; 5 360
RN;03509;Espírito Santo; 10 611
RN;03608;Extremoz; 61 571
RN;03707;Felipe Guerra; 5 940
RN;03756;Fernando Pedroza; 2 938
RN;03806;Florânia; 10 196
RN;03905;Francisco Dantas; 2 700
RN;04002;Frutuoso Gomes; 4 122
RN;04101;Galinhos; 2 104
RN;04200;Goianinha; 26 741
RN;04309;Governador Dix-Sept Rosado; 11 938
RN;04408;Grossos; 9 924
RN;04507;Guamaré; 15 295
RN;04606;Ielmo Marinho; 11 615
RN;04705;Ipanguaçu; 14 131
RN;04804;Ipueira; 2 035
RN;04853;Itajá; 7 292
RN;04903;Itaú; 5 320
RN;05009;Jaçanã; 7 834
RN;05108;Jandaíra; 6 562
RN;05207;Janduís; 4 746
RN;05306;Januário Cicco; 9 051
RN;05405;Japi; 5 117
RN;05504;Jardim de Angicos; 2 437
RN;05603;Jardim de Piranhas; 13 977
RN;05702;Jardim do Seridó; 11 655
RN;05801;João Câmara; 33 290
RN;05900;João Dias; 2 076
RN;06007;José da Penha; 5 803
RN;06106;Jucurutu; 17 793
RN;06155;Jundiá; 3 747
RN;06205;Lagoa d'Anta; 6 654
RN;06304;Lagoa de Pedras; 7 338
RN;06403;Lagoa de Velhos; 2 567
RN;06502;Lagoa Nova; 15 573
RN;06601;Lagoa Salgada; 8 319
RN;06700;Lajes; 9 866
RN;06809;Lajes Pintadas; 4 787
RN;06908;Lucrécia; 3 490
RN;07005;Luís Gomes; 9 070
RN;07104;Macaíba; 82 212
RN;07203;Macau; 27 369
RN;07252;Major Sales; 3 924
RN;07302;Marcelino Vieira; 7 896
RN;07401;Martins; 8 179
RN;07500;Maxaranguape; 10 255
RN;07609;Messias Targino; 4 274
RN;07708;Montanhas; 11 444
RN;07807;Monte Alegre; 23 031
RN;07906;Monte das Gameleiras; 2 276
RN;08003;Mossoró; 264 577
RN;08102;Natal; 751 300
RN;08201;Nísia Floresta; 31 942
RN;08300;Nova Cruz; 34 269
RN;08409;Olho d'Água do Borges; 3 907
RN;08508;Ouro Branco; 4 913
RN;08607;Paraná; 3 934
RN;08706;Paraú; 3 587
RN;08805;Parazinho; 4 801
RN;08904;Parelhas; 21 499
RN;08953;Rio do Fogo; 10 351
RN;09100;Passa e Fica; 10 896
RN;09209;Passagem; 3 115
RN;09308;Patu; 11 009
RN;09332;Santa Maria; 4 847
RN;09407;Pau dos Ferros; 30 479
RN;09506;Pedra Grande; 3 618
RN;09605;Pedra Preta; 2 441
RN;09704;Pedro Avelino; 6 242
RN;09803;Pedro Velho; 13 824
RN;09902;Pendências; 12 278
RN;10009;Pilões; 2 965
RN;10108;Poço Branco; 12 390
RN;10207;Portalegre; 7 601
RN;10256;Porto do Mangue; 5 228
RN;10306;Serra Caiada; 10 125
RN;10405;Pureza; 9 362
RN;10504;Rafael Fernandes; 5 432
RN;10603;Rafael Godeiro; 2 934
RN;10702;Riacho da Cruz; 2 701
RN;10801;Riacho de Santana; 4 127
RN;10900;Riachuelo; 7 389
RN;11007;Rodolfo Fernandes; 4 242
RN;11056;Tibau; 5 382
RN;11106;Ruy Barbosa; 3 206
RN;11205;Santa Cruz; 37 313
RN;11403;Santana do Matos; 12 456
RN;11429;Santana do Seridó; 2 696
RN;11502;Santo Antônio; 22 177
RN;11601;São Bento do Norte; 3 304
RN;11700;São Bento do Trairí; 3 792
RN;11809;São Fernando; 3 492
RN;11908;São Francisco do Oeste; 4 161
RN;12005;São Gonçalo do Amarante; 115 838
RN;12104;São João do Sabugi; 5 956
RN;12203;São José de Mipibu; 47 286
RN;12302;São José do Campestre; 11 121
RN;12401;São José do Seridó; 4 558
RN;12500;São Miguel; 23 537
RN;12559;São Miguel do Gostoso; 10 221
RN;12609;São Paulo do Potengi; 16 786
RN;12708;São Pedro; 5 776
RN;12807;São Rafael; 7 711
RN;12906;São Tomé; 9 972
RN;13003;São Vicente; 6 310
RN;13102;Senador Elói de Souza; 5 965
RN;13201;Senador Georgino Avelino; 4 065
RN;13300;Serra de São Bento; 5 703
RN;13359;Serra do Mel; 13 091
RN;13409;Serra Negra do Norte; 7 597
RN;13508;Serrinha; 6 436
RN;13557;Serrinha dos Pintos; 4 659
RN;13607;Severiano Melo; 5 487
RN;13706;Sítio Novo; 4 654
RN;13805;Taboleiro Grande; 2 338
RN;13904;Taipu; 11 422
RN;14001;Tangará; 13 281
RN;14100;Tenente Ananias; 10 262
RN;14159;Tenente Laurentino Cruz; 5 891
RN;14209;Tibau do Sul; 16 929
RN;14308;Timbaúba dos Batistas; 2 348
RN;14407;Touros; 33 035
RN;14456;Triunfo Potiguar; 3 358
RN;14506;Umarizal; 10 078
RN;14605;Upanema; 13 572
RN;14704;Várzea; 5 233
RN;14753;Venha-Ver; 3 014
RN;14803;Vera Cruz; 10 676
RN;14902;Viçosa; 1 822
RN;15008;Vila Flor; 3 174
PB;00106;Água Branca; 9 335
PB;00205;Aguiar; 5 003
PB;00304;Alagoa Grande; 26 062
PB;00403;Alagoa Nova; 21 013
PB;00502;Alagoinha; 13 725
PB;00536;Alcantil; 5 578
PB;00577;Algodão de Jandaíra; 2 953
PB;00601;Alhandra; 21 713
PB;00700;São João do Rio do Peixe; 17 964
PB;00734;Amparo; 2 234
PB;00775;Aparecida; 7 960
PB;00809;Araçagi; 16 646
PB;00908;Arara; 12 212
PB;01005;Araruna; 17 189
PB;01104;Areia; 22 633
PB;01153;Areia de Baraúnas; 2 005
PB;01203;Areial; 7 128
PB;01302;Aroeiras; 18 705
PB;01351;Assunção; 4 152
PB;01401;Baía da Traição; 9 224
PB;01500;Bananeiras; 23 134
PB;01534;Baraúna; 4 762
PB;01575;Barra de Santana; 8 059
PB;01609;Barra de Santa Rosa; 12 904
PB;01708;Barra de São Miguel; 5 906
PB;01807;Bayeux; 82 742
PB;01906;Belém; 16 401
PB;02003;Belém do Brejo do Cruz; 6 268
PB;02052;Bernardino Batista; 3 504
PB;02102;Boa Ventura; 5 207
PB;02151;Boa Vista; 6 377
PB;02201;Bom Jesus; 2 286
PB;02300;Bom Sucesso; 4 661
PB;02409;Bonito de Santa Fé; 10 252
PB;02508;Boqueirão; 17 598
PB;02607;Igaracy; 5 648
PB;02706;Borborema; 4 214
PB;02805;Brejo do Cruz; 13 613
PB;02904;Brejo dos Santos; 5 742
PB;03001;Caaporã; 21 193
PB;03100;Cabaceiras; 5 335
PB;03209;Cabedelo; 66 519
PB;03308;Cachoeira dos Índios; 9 151
PB;03407;Cacimba de Areia; 3 291
PB;03506;Cacimba de Dentro; 16 064
PB;03555;Cacimbas; 7 223
PB;03605;Caiçara; 6 602
PB;03704;Cajazeiras; 63 239
PB;03753;Cajazeirinhas; 2 740
PB;03803;Caldas Brandão; 5 753
PB;03902;Camalaú; 6 085
PB;04009;Campina Grande; 419 379
PB;04033;Capim; 6 970
PB;04074;Caraúbas; 3 944
PB;04108;Carrapateira; 2 312
PB;04157;Casserengue; 6 889
PB;04207;Catingueira; 4 491
PB;04306;Catolé do Rocha; 30 661
PB;04355;Caturité; 5 254
PB;04405;Conceição; 18 260
PB;04504;Condado; 6 451
PB;04603;Conde; 27 605
PB;04702;Congo; 4 933
PB;04801;Coremas; 14 683
PB;04850;Coxixola; 1 824
PB;04900;Cruz do Espírito Santo; 17 095
PB;05006;Cubati; 7 580
PB;05105;Cuité; 19 719
PB;05204;Cuitegi; 6 730
PB;05238;Cuité de Mamanguape; 6 251
PB;05279;Curral de Cima; 5 254
PB;05303;Curral Velho; 2 292
PB;05352;Damião; 4 982
PB;05402;Desterro; 8 067
PB;05501;Vista Serrana; 3 641
PB;05600;Diamante; 6 299
PB;05709;Dona Inês; 10 380
PB;05808;Duas Estradas; 3 327
PB;05907;Emas; 3 011
PB;06004;Esperança; 31 231
PB;06103;Fagundes; 11 049
PB;06202;Frei Martinho; 2 846
PB;06251;Gado Bravo; 8 179
PB;06301;Guarabira; 57 484
PB;06400;Gurinhém; 13 766
PB;06509;Gurjão; 3 242
PB;06608;Ibiara; 5 631
PB;06707;Imaculada; 10 392
PB;06806;Ingá; 17 692
PB;06905;Itabaiana; 23 182
PB;07002;Itaporanga; 23 940
PB;07101;Itapororoca; 18 382
PB;07200;Itatuba; 10 499
PB;07309;Jacaraú; 14 302
PB;07408;Jericó; 7 516
PB;07507;João Pessoa; 833 932
PB;07606;Juarez Távora; 7 796
PB;07705;Juazeirinho; 17 007
PB;07804;Junco do Seridó; 6 793
PB;07903;Juripiranga; 10 012
PB;08000;Juru; 9 234
PB;08109;Lagoa; 4 415
PB;08208;Lagoa de Dentro; 7 819
PB;08307;Lagoa Seca; 27 730
PB;08406;Lastro; 3 162
PB;08505;Livramento; 6 877
PB;08554;Logradouro; 4 797
PB;08604;Lucena; 12 560
PB;08703;Mãe d'Água; 3 583
PB;08802;Malta; 6 046
PB;08901;Mamanguape; 44 599
PB;09008;Manaíra; 10 434
PB;09057;Marcação; 8 999
PB;09107;Mari; 21 512
PB;09156;Marizópolis; 6 705
PB;09206;Massaranduba; 14 139
PB;09305;Mataraca; 8 244
PB;09339;Matinhas; 4 571
PB;09370;Mato Grosso; 2 543
PB;09396;Maturéia; 6 433
PB;09404;Mogeiro; 13 899
PB;09503;Montadas; 5 812
PB;09602;Monte Horebe; 4 338
PB;09701;Monteiro; 32 277
PB;09800;Mulungu; 8 791
PB;09909;Natuba; 8 945
PB;10006;Nazarezinho; 7 203
PB;10105;Nova Floresta; 9 724
PB;10204;Nova Olinda; 5 787
PB;10303;Nova Palmeira; 4 259
PB;10402;Olho d'Água; 6 060
PB;10501;Olivedos; 3 580
PB;10600;Ouro Velho; 2 918
PB;10659;Parari; 1 720
PB;10709;Passagem; 2 463
PB;10808;Patos; 103 165
PB;10907;Paulista; 11 834
PB;11004;Pedra Branca; 3 739
PB;11103;Pedra Lavrada; 6 859
PB;11202;Pedras de Fogo; 29 662
PB;11301;Piancó; 16 441
PB;11400;Picuí; 18 333
PB;11509;Pilar; 12 311
PB;11608;Pilões; 6 815
PB;11707;Pilõezinhos; 5 329
PB;11806;Pirpirituba; 9 340
PB;11905;Pitimbu; 16 751
PB;12002;Pocinhos; 17 469
PB;12036;Poço Dantas; 3 830
PB;12077;Poço de José de Moura; 4 006
PB;12101;Pombal; 32 473
PB;12200;Prata; 3 915
PB;12309;Princesa Isabel; 21 114
PB;12408;Puxinanã; 14 277
PB;12507;Queimadas; 47 658
PB;12606;Quixaba; 1 743
PB;12705;Remígio; 17 885
PB;12721;Pedro Régis; 5 766
PB;12747;Riachão; 2 927
PB;12754;Riachão do Bacamarte; 4 690
PB;12762;Riachão do Poço; 4 738
PB;12788;Riacho de Santo Antônio; 1 955
PB;12804;Riacho dos Cavalos; 8 493
PB;12903;Rio Tinto; 24 581
PB;13000;Salgadinho; 3 355
PB;13109;Salgado de São Félix; 11 505
PB;13158;Santa Cecília; 7 670
PB;13208;Santa Cruz; 5 947
PB;13307;Santa Helena; 5 865
PB;13356;Santa Inês; 3 227
PB;13406;Santa Luzia; 14 959
PB;13505;Santana de Mangueira; 5 010
PB;13604;Santana dos Garrotes; 6 569
PB;13653;Joca Claudino; 2 539
PB;13703;Santa Rita; 149 910
PB;13802;Santa Teresinha; 4 402
PB;13851;Santo André; 2 622
PB;13901;São Bento; 32 235
PB;13927;São Bentinho; 4 327
PB;13943;São Domingos do Cariri; 2 585
PB;13968;São Domingos; 2 595
PB;13984;São Francisco; 3 137
PB;14008;São João do Cariri; 4 226
PB;14107;São João do Tigre; 4 263
PB;14206;São José da Lagoa Tapada; 7 126
PB;14305;São José de Caiana; 5 034
PB;14404;São José de Espinharas; 4 083
PB;14453;São José dos Ramos; 5 891
PB;14503;São José de Piranhas; 19 067
PB;14552;São José de Princesa; 3 416
PB;14602;São José do Bonfim; 3 242
PB;14651;São José do Brejo do Cruz; 1 699
PB;14701;São José do Sabugi; 4 138
PB;14800;São José dos Cordeiros; 3 411
PB;14909;São Mamede; 7 470
PB;15005;São Miguel de Taipu; 7 066
PB;15104;São Sebastião de Lagoa de Roça; 11 040
PB;15203;São Sebastião do Umbuzeiro; 3 279
PB;15302;Sapé; 51 306
PB;15401;São Vicente do Seridó; 10 291
PB;15500;Serra Branca; 13 614
PB;15609;Serra da Raiz; 3 094
PB;15708;Serra Grande; 2 942
PB;15807;Serra Redonda; 6 828
PB;15906;Serraria; 4 885
PB;15930;Sertãozinho; 5 054
PB;15971;Sobrado; 8 236
PB;16003;Solânea; 26 774
PB;16102;Soledade; 13 968
PB;16151;Sossêgo; 3 345
PB;16201;Sousa; 67 259
PB;16300;Sumé; 17 166
PB;16409;Tacima; 8 010
PB;16508;Taperoá; 14 068
PB;16607;Tavares; 14 101
PB;16706;Teixeira; 14 631
PB;16755;Tenório; 2 966
PB;16805;Triunfo; 9 892
PB;16904;Uiraúna; 14 930
PB;17001;Umbuzeiro; 9 124
PB;17100;Várzea; 2 668
PB;17209;Vieirópolis; 4 864
PB;17407;Zabelê; 2 228
