uf;cod_munic;nome_do_municipio;pop
PE;00054;Abreu e Lima; 98 462
PE;00104;Afogados da Ingazeira; 40 241
PE;00203;Afrânio; 18 674
PE;00302;Agrestina; 23 779
PE;00401;Água Preta; 26 461
PE;00500;Águas Belas; 41 548
PE;00609;Alagoinha; 13 542
PE;00708;Aliança; 35 741
PE;00807;Altinho; 20 674
PE;00906;Amaraji; 18 205
PE;01003;Angelim; 10 241
PE;01052;Araçoiaba; 19 243
PE;01102;Araripina; 85 088
PE;01201;Arcoverde; 77 586
PE;01300;Barra de Guabiraba; 12 263
PE;01409;Barreiros; 40 121
PE;01508;Belém de Maria; 10 378
PE;01607;Belém do São Francisco; 18 301
PE;01706;Belo Jardim; 79 507
PE;01805;Betânia; 11 232
PE;01904;Bezerros; 61 686
PE;02001;Bodocó; 34 478
PE;02100;Bom Conselho; 44 260
PE;02209;Bom Jardim; 37 629
PE;02308;Bonito; 37 476
PE;02407;Brejão; 9 079
PE;02506;Brejinho; 7 720
PE;02605;Brejo da Madre de Deus; 48 650
PE;02704;Buenos Aires; 12 808
PE;02803;Buíque; 52 097
PE;02902;Cabo de Santo Agostinho; 203 216
PE;03009;Cabrobó; 30 294
PE;03108;Cachoeirinha; 19 899
PE;03207;Caetés; 28 827
PE;03306;Calçado; 11 093
PE;03405;Calumbi; 5 228
PE;03454;Camaragibe; 147 771
PE;03504;Camocim de São Félix; 17 419
PE;03603;Camutanga; 7 750
PE;03702;Canhotinho; 24 329
PE;03801;Capoeiras; 18 341
PE;03900;Carnaíba; 18 644
PE;03926;Carnaubeira da Penha; 12 239
PE;04007;Carpina; 79 293
PE;04106;Caruaru; 378 052
PE;04155;Casinhas; 12 967
PE;04205;Catende; 32 156
PE;04304;Cedro; 10 518
PE;04403;Chã de Alegria; 12 980
PE;04502;Chã Grande; 20 546
PE;04601;Condado; 24 587
PE;04700;Correntes; 17 131
PE;04809;Cortês; 10 198
PE;04908;Cumaru; 15 920
PE;05004;Cupira; 23 518
PE;05103;Custódia; 37 699
PE;05152;Dormentes; 17 188
PE;05202;Escada; 59 836
PE;05301;Exu; 31 843
PE;05400;Feira Nova; 21 427
PE;05459;Fernando de Noronha; 3 167
PE;05509;Ferreiros; 15 026
PE;05608;Flores; 20 347
PE;05707;Floresta; 30 144
PE;05806;Frei Miguelinho; 13 636
PE;05905;Gameleira; 18 214
PE;06002;Garanhuns; 142 506
PE;06101;Glória do Goitá; 29 347
PE;06200;Goiana; 81 042
PE;06309;Granito; 6 967
PE;06408;Gravatá; 86 516
PE;06507;Iati; 17 165
PE;06606;Ibimirim; 26 595
PE;06705;Ibirajuba; 7 140
PE;06804;Igarassu; 115 196
PE;06903;Iguaracy; 11 082
PE;07000;Inajá; 25 599
PE;07109;Ingazeira; 4 768
PE;07208;Ipojuca; 98 932
PE;07307;Ipubi; 29 009
PE;07406;Itacuruba; 4 284
PE;07505;Itaíba; 32 650
PE;07604;Ilha de Itamaracá; 24 540
PE;07653;Itambé; 34 935
PE;07703;Itapetim; 13 788
PE;07752;Itapissuma; 27 749
PE;07802;Itaquitinga; 16 554
PE;07901;Jaboatão dos Guararapes; 643 759
PE;07950;Jaqueira; 10 247
PE;08008;Jataúba; 15 843
PE;08057;Jatobá; 14 020
PE;08107;João Alfredo; 27 725
PE;08206;Joaquim Nabuco; 13 269
PE;08255;Jucati; 11 517
PE;08305;Jupi; 15 329
PE;08404;Jurema; 13 648
PE;08453;Lagoa do Carro; 17 981
PE;08503;Lagoa de Itaenga; 19 003
PE;08602;Lagoa do Ouro; 11 933
PE;08701;Lagoa dos Gatos; 14 073
PE;08750;Lagoa Grande; 24 088
PE;08800;Lajedo; 39 582
PE;08909;Limoeiro; 56 510
PE;09006;Macaparana; 23 879
PE;09105;Machados; 11 333
PE;09154;Manari; 23 763
PE;09204;Maraial; 9 359
PE;09303;Mirandiba; 14 166
PE;09402;Moreno; 55 268
PE;09501;Nazaré da Mata; 30 648
PE;09600;Olinda; 349 976
PE;09709;Orobó; 21 808
PE;09808;Orocó; 13 613
PE;09907;Ouricuri; 65 245
PE;10004;Palmares; 54 584
PE;10103;Palmeirina; 7 031
PE;10202;Panelas; 22 991
PE;10301;Paranatama; 12 199
PE;10400;Parnamirim; 18 612
PE;10509;Passira; 28 340
PE;10608;Paudalho; 56 659
PE;10707;Paulista; 342 167
PE;10806;Pedra; 22 795
PE;10905;Pesqueira; 62 722
PE;11002;Petrolândia; 34 161
PE;11101;Petrolina; 386 786
PE;11200;Poção; 10 500
PE;11309;Pombos; 27 552
PE;11408;Primavera; 13 838
PE;11507;Quipapá; 17 929
PE;11533;Quixaba; 6 554
PE;11606;Recife;1 488 920
PE;11705;Riacho das Almas; 20 635
PE;11804;Ribeirão; 33 507
PE;11903;Rio Formoso; 20 009
PE;12000;Sairé; 10 887
PE;12109;Salgadinho; 5 727
PE;12208;Salgueiro; 62 372
PE;12307;Saloá; 13 836
PE;12406;Sanharó; 18 624
PE;12455;Santa Cruz; 13 841
PE;12471;Santa Cruz da Baixa Verde; 11 567
PE;12505;Santa Cruz do Capibaribe; 98 254
PE;12554;Santa Filomena; 12 106
PE;12604;Santa Maria da Boa Vista; 40 578
PE;12703;Santa Maria do Cambucá; 14 013
PE;12802;Santa Terezinha; 10 244
PE;12901;São Benedito do Sul; 13 113
PE;13008;São Bento do Una; 49 448
PE;13107;São Caitano; 37 126
PE;13206;São João; 23 835
PE;13305;São Joaquim do Monte; 20 037
PE;13404;São José da Coroa Grande; 18 825
PE;13503;São José do Belmonte; 34 843
PE;13602;São José do Egito; 31 004
PE;13701;São Lourenço da Mata; 111 243
PE;13800;São Vicente Férrer; 16 677
PE;13909;Serra Talhada; 92 228
PE;14006;Serrita; 18 207
PE;14105;Sertânia; 32 811
PE;14204;Sirinhaém; 37 596
PE;14303;Moreilândia; 10 540
PE;14402;Solidão; 5 210
PE;14501;Surubim; 64 120
PE;14600;Tabira; 27 681
PE;14709;Tacaimbó; 13 738
PE;14808;Tacaratu; 23 902
PE;14857;Tamandaré; 23 561
PE;15003;Taquaritinga do Norte; 24 736
PE;15102;Terezinha; 6 513
PE;15201;Terra Nova; 8 920
PE;15300;Timbaúba; 46 147
PE;15409;Toritama; 41 137
PE;15508;Tracunhaém; 13 867
PE;15607;Trindade; 30 321
PE;15706;Triunfo; 14 705
PE;15805;Tupanatinga; 26 940
PE;15904;Tuparetama; 8 005
PE;16001;Venturosa; 17 251
PE;16100;Verdejante; 9 169
PE;16183;Vertente do Lério; 7 558
PE;16209;Vertentes; 21 959
PE;16308;Vicência; 26 359
PE;16407;Vitória de Santo Antão; 134 110
PE;16506;Xexéu; 11 611
AL;00102;Água Branca; 19 008
AL;00201;Anadia; 13 811
AL;00300;Arapiraca; 234 696
AL;00409;Atalaia; 37 512
AL;00508;Barra de Santo Antônio; 16 365
AL;00607;Barra de São Miguel; 7 944
AL;00706;Batalha; 16 448
AL;00805;Belém; 4 722
AL;00904;Belo Monte; 5 936
AL;01001;Boca da Mata; 21 187
AL;01100;Branquinha; 9 603
AL;01209;Cacimbinhas; 10 476
AL;01308;Cajueiro; 16 024
AL;01357;Campestre; 6 665
AL;01407;Campo Alegre; 32 106
AL;01506;Campo Grande; 8 142
AL;01605;Canapi; 15 559
AL;01704;Capela; 15 032
AL;01803;Carneiros; 8 999
AL;01902;Chã Preta; 5 910
AL;02009;Coité do Nóia; 10 810
AL;02108;Colônia Leopoldina; 15 816
AL;02207;Coqueiro Seco; 5 581
AL;02306;Coruripe; 50 414
AL;02355;Craíbas; 25 397
AL;02405;Delmiro Gouveia; 51 319
AL;02504;Dois Riachos; 9 805
AL;02553;Estrela de Alagoas; 15 429
AL;02603;Feira Grande; 22 712
AL;02702;Feliz Deserto; 3 963
AL;02801;Flexeiras; 9 618
AL;02900;Girau do Ponciano; 36 102
AL;03007;Ibateguara; 13 731
AL;03106;Igaci; 23 995
AL;03205;Igreja Nova; 21 372
AL;03304;Inhapi; 15 167
AL;03403;Jacaré dos Homens; 5 083
AL;03502;Jacuípe; 5 352
AL;03601;Japaratinga; 9 219
AL;03700;Jaramataia; 4 985
AL;03759;Jequiá da Praia; 9 470
AL;03809;Joaquim Gomes; 17 152
AL;03908;Jundiá; 4 093
AL;04005;Junqueiro; 23 907
AL;04104;Lagoa da Canoa; 18 457
AL;04203;Limoeiro de Anadia; 24 740
AL;04302;Maceió; 957 916
AL;04401;Major Isidoro; 17 700
AL;04500;Maragogi; 32 174
AL;04609;Maravilha; 9 534
AL;04708;Marechal Deodoro; 60 370
AL;04807;Maribondo; 13 679
AL;04906;Mar Vermelho; 3 155
AL;05002;Mata Grande; 21 844
AL;05101;Matriz de Camaragibe; 23 857
AL;05200;Messias; 15 405
AL;05309;Minador do Negrão; 4 845
AL;05408;Monteirópolis; 7 184
AL;05507;Murici; 25 187
AL;05606;Novo Lino; 10 024
AL;05705;Olho d'Água das Flores; 20 695
AL;05804;Olho d'Água do Casado; 8 349
AL;05903;Olho d'Água Grande; 4 330
AL;06000;Olivença; 10 812
AL;06109;Ouro Branco; 11 446
AL;06208;Palestina; 4 325
AL;06307;Palmeira dos Índios; 71 574
AL;06406;Pão de Açúcar; 23 823
AL;06422;Pariconha; 10 573
AL;06448;Paripueira; 13 835
AL;06505;Passo de Camaragibe; 13 804
AL;06604;Paulo Jacinto; 6 576
AL;06703;Penedo; 58 647
AL;06802;Piaçabuçu; 15 897
AL;06901;Pilar; 35 370
AL;07008;Pindoba; 2 731
AL;07107;Piranhas; 22 609
AL;07206;Poço das Trincheiras; 12 518
AL;07305;Porto Calvo; 24 071
AL;07404;Porto de Pedras; 9 295
AL;07503;Porto Real do Colégio; 20 079
AL;07602;Quebrangulo; 11 080
AL;07701;Rio Largo; 93 927
AL;07800;Roteiro; 6 474
AL;07909;Santa Luzia do Norte; 6 919
AL;08006;Santana do Ipanema; 46 220
AL;08105;Santana do Mundaú; 11 323
AL;08204;São Brás; 6 555
AL;08303;São José da Laje; 20 813
AL;08402;São José da Tapera; 30 604
AL;08501;São Luís do Quitunde; 30 873
AL;08600;São Miguel dos Campos; 51 990
AL;08709;São Miguel dos Milagres; 8 482
AL;08808;São Sebastião; 31 786
AL;08907;Satuba; 24 278
AL;08956;Senador Rui Palmeira; 12 302
AL;09004;Tanque d'Arca; 5 796
AL;09103;Taquarana; 19 032
AL;09152;Teotônio Vilela; 38 053
AL;09202;Traipu; 23 565
AL;09301;União dos Palmares; 59 280
AL;09400;Viçosa; 24 092
SE;00100;Amparo do São Francisco; 2 170
SE;00209;Aquidabã; 20 131
SE;00308;Aracaju; 602 757
SE;00407;Arauá; 10 318
SE;00506;Areia Branca; 18 081
SE;00605;Barra dos Coqueiros; 41 511
SE;00670;Boquim; 24 638
SE;00704;Brejo Grande; 7 841
SE;01009;Campo do Brito; 18 149
SE;01108;Canhoba; 3 791
SE;01207;Canindé de São Francisco; 26 834
SE;01306;Capela; 31 645
SE;01405;Carira; 19 939
SE;01504;Carmópolis; 13 853
SE;01603;Cedro de São João; 5 391
SE;01702;Cristinápolis; 17 100
SE;01900;Cumbe; 3 824
SE;02007;Divina Pastora; 4 340
SE;02106;Estância; 65 078
SE;02205;Feira Nova; 5 975
SE;02304;Frei Paulo; 14 530
SE;02403;Gararu; 11 096
SE;02502;General Maynard; 3 037
SE;02601;Gracho Cardoso; 5 834
SE;02700;Ilha das Flores; 8 321
SE;02809;Indiaroba; 16 549
SE;02908;Itabaiana; 103 439
SE;03005;Itabaianinha; 40 678
SE;03104;Itabi; 4 745
SE;03203;Itaporanga d'Ajuda; 34 411
SE;03302;Japaratuba; 16 209
SE;03401;Japoatã; 13 407
SE;03500;Lagarto; 101 579
SE;03609;Laranjeiras; 23 975
SE;03708;Macambira; 6 838
SE;03807;Malhada dos Bois; 3 579
SE;03906;Malhador; 11 533
SE;04003;Maruim; 15 719
SE;04102;Moita Bonita; 11 050
SE;04201;Monte Alegre de Sergipe; 14 336
SE;04300;Muribeca; 7 822
SE;04409;Neópolis; 16 426
SE;04458;Nossa Senhora Aparecida; 9 232
SE;04508;Nossa Senhora da Glória; 41 202
SE;04607;Nossa Senhora das Dores; 24 996
SE;04706;Nossa Senhora de Lourdes; 6 268
SE;04805;Nossa Senhora do Socorro; 192 330
SE;04904;Pacatuba; 12 502
SE;05000;Pedra Mole; 2 778
SE;05109;Pedrinhas; 7 396
SE;05208;Pinhão; 5 677
SE;05307;Pirambu; 7 913
SE;05406;Poço Redondo; 33 439
SE;05505;Poço Verde; 21 794
SE;05604;Porto da Folha; 26 576
SE;05703;Propriá; 26 618
SE;05802;Riachão do Dantas; 18 313
SE;05901;Riachuelo; 8 311
SE;06008;Ribeirópolis; 17 033
SE;06107;Rosário do Catete; 9 295
SE;06206;Salgado; 20 279
SE;06305;Santa Luzia do Itanhy; 13 616
SE;06404;Santana do São Francisco; 7 346
SE;06503;Santa Rosa de Lima; 3 937
SE;06602;Santo Amaro das Brotas; 11 092
SE;06701;São Cristóvão; 95 612
SE;06800;São Domingos; 10 327
SE;06909;São Francisco; 3 243
SE;07006;São Miguel do Aleixo; 3 434
SE;07105;Simão Dias; 42 578
SE;07204;Siriri; 7 834
SE;07303;Telha; 3 274
SE;07402;Tobias Barreto; 50 905
SE;07501;Tomar do Geru; 12 012
SE;07600;Umbaúba; 23 917
BA;00108;Abaíra; 7 301
BA;00207;Abaré; 17 639
BA;00306;Acajutiba; 13 795
BA;00355;Adustina; 14 200
BA;00405;Água Fria; 14 497
BA;00504;Érico Cardoso; 10 604
BA;00603;Aiquara; 4 446
BA;00702;Alagoinhas; 151 065
BA;00801;Alcobaça; 24 530
BA;00900;Almadina; 5 218
BA;01007;Amargosa; 36 522
BA;01106;Amélia Rodrigues; 24 138
BA;01155;América Dourada; 15 137
BA;01205;Anagé; 25 438
BA;01304;Andaraí; 13 080
BA;01353;Andorinha; 15 012
BA;01403;Angical; 13 732
BA;01502;Anguera; 11 031
BA;01601;Antas; 14 206
BA;01700;Antônio Cardoso; 11 146
BA;01809;Antônio Gonçalves; 10 862
BA;01908;Aporá; 15 930
BA;01957;Apuarema; 6 913
BA;02005;Aracatu; 13 936
BA;02054;Araçás; 11 557
BA;02104;Araci; 48 035
BA;02203;Aramari; 9 833
BA;02252;Arataca; 10 191
BA;02302;Aratuípe; 8 677
BA;02401;Aurelino Leal; 11 179
BA;02500;Baianópolis; 13 614
BA;02609;Baixa Grande; 18 220
BA;02658;Banzaê; 11 958
BA;02708;Barra; 51 092
BA;02807;Barra da Estiva; 26 026
BA;02906;Barra do Choça; 36 539
BA;03003;Barra do Mendes; 13 836
BA;03102;Barra do Rocha; 5 774
BA;03201;Barreiras; 159 743
BA;03235;Barro Alto; 13 453
BA;03276;Barrocas; 15 203
BA;03300;Barro Preto; 5 583
BA;03409;Belmonte; 20 121
BA;03508;Belo Campo; 18 412
BA;03607;Biritinga; 15 146
BA;03706;Boa Nova; 13 690
BA;03805;Boa Vista do Tupim; 16 873
BA;03904;Bom Jesus da Lapa; 65 550
BA;03953;Bom Jesus da Serra; 9 730
BA;04001;Boninal; 13 622
BA;04050;Bonito; 15 844
BA;04100;Boquira; 19 322
BA;04209;Botuporã; 11 024
BA;04308;Brejões; 12 943
BA;04407;Brejolândia; 9 108
BA;04506;Brotas de Macaúbas; 11 765
BA;04605;Brumado; 70 512
BA;04704;Buerarema; 14 804
BA;04753;Buritirama; 19 589
BA;04803;Caatiba; 6 205
BA;04852;Cabaceiras do Paraguaçu; 16 559
BA;04902;Cachoeira; 29 251
BA;05008;Caculé; 22 462
BA;05107;Caém; 10 384
BA;05156;Caetanos; 11 266
BA;05206;Caetité; 52 012
BA;05305;Cafarnaum; 17 466
BA;05404;Cairu; 17 761
BA;05503;Caldeirão Grande; 13 080
BA;05602;Camacan; 22 578
BA;05701;Camaçari; 299 579
BA;05800;Camamu; 30 425
BA;05909;Campo Alegre de Lourdes; 30 671
BA;06006;Campo Formoso; 71 377
BA;06105;Canápolis; 10 225
BA;06204;Canarana; 24 206
BA;06303;Canavieiras; 32 683
BA;06402;Candeal; 7 772
BA;06501;Candeias; 72 382
BA;06600;Candiba; 13 016
BA;06709;Cândido Sales; 25 247
BA;06808;Cansanção; 37 439
BA;06824;Canudos; 16 105
BA;06857;Capela do Alto Alegre; 10 744
BA;06873;Capim Grosso; 33 235
BA;06899;Caraíbas; 9 940
BA;06907;Caravelas; 20 586
BA;07004;Cardeal da Silva; 8 299
BA;07103;Carinhanha; 28 869
BA;07202;Casa Nova; 72 085
BA;07301;Castro Alves; 24 712
BA;07400;Catolândia; 3 434
BA;07509;Catu; 48 195
BA;07558;Caturama; 8 841
BA;07608;Central; 16 348
BA;07707;Chorrochó; 10 579
BA;07806;Cícero Dantas; 30 906
BA;07905;Cipó; 17 230
BA;08002;Coaraci; 17 351
BA;08101;Cocos; 19 151
BA;08200;Conceição da Feira; 20 800
BA;08309;Conceição do Almeida; 15 794
BA;08408;Conceição do Coité; 67 825
BA;08507;Conceição do Jacuípe; 35 308
BA;08606;Conde; 23 651
BA;08705;Condeúba; 17 053
BA;08804;Contendas do Sincorá; 4 333
BA;08903;Coração de Maria; 26 692
BA;09000;Cordeiros; 7 546
BA;09109;Coribe; 13 990
BA;09208;Coronel João Sá; 17 056
BA;09307;Correntina; 32 459
BA;09406;Cotegipe; 13 063
BA;09505;Cravolândia; 4 415
BA;09604;Crisópolis; 19 729
BA;09703;Cristópolis; 13 993
BA;09802;Cruz das Almas; 60 346
BA;09901;Curaçá; 34 180
BA;10008;Dário Meira; 10 817
BA;10057;Dias d'Ávila; 71 485
BA;10107;Dom Basílio; 11 884
BA;10206;Dom Macedo Costa; 4 407
BA;10305;Elísio Medrado; 7 809
BA;10404;Encruzilhada; 19 107
BA;10503;Entre Rios; 38 098
BA;10602;Esplanada; 32 556
BA;10701;Euclides da Cunha; 61 456
BA;10727;Eunápolis; 113 709
BA;10750;Fátima; 17 896
BA;10776;Feira da Mata; 5 631
BA;10800;Feira de Santana; 616 279
BA;10859;Filadélfia; 17 897
BA;10909;Firmino Alves; 4 873
BA;11006;Floresta Azul; 11 055
BA;11105;Formosa do Rio Preto; 25 899
BA;11204;Gandu; 32 178
BA;11253;Gavião; 4 360
BA;11303;Gentio do Ouro; 10 884
BA;11402;Glória; 15 524
BA;11501;Gongogi; 5 549
BA;11600;Governador Mangabeira; 20 605
BA;11659;Guajeru; 8 050
BA;11709;Guanambi; 87 817
BA;11808;Guaratinga; 19 049
BA;11857;Heliópolis; 12 309
BA;11907;Iaçu; 24 607
BA;12004;Ibiassucê; 10 429
BA;12103;Ibicaraí; 21 665
BA;12202;Ibicoara; 20 785
BA;12301;Ibicuí; 13 934
BA;12400;Ibipeba; 16 603
BA;12509;Ibipitanga; 13 863
BA;12608;Ibiquera; 3 725
BA;12707;Ibirapitanga; 25 341
BA;12806;Ibirapuã; 8 896
BA;12905;Ibirataia; 18 792
BA;13002;Ibitiara; 14 634
BA;13101;Ibititá; 16 969
BA;13200;Ibotirama; 26 309
BA;13309;Ichu; 6 190
BA;13408;Igaporã; 15 527
BA;13457;Igrapiúna; 13 151
BA;13507;Iguaí; 21 358
BA;13606;Ilhéus; 178 703
BA;13705;Inhambupe; 33 790
BA;13804;Ipecaetá; 13 709
BA;13903;Ipiaú; 40 706
BA;14000;Ipirá; 56 873
BA;14109;Ipupiara; 9 935
BA;14208;Irajuba; 6 101
BA;14307;Iramaia; 10 752
BA;14406;Iraquara; 23 879
BA;14505;Irará; 28 043
BA;14604;Irecê; 74 507
BA;14653;Itabela; 28 165
BA;14703;Itaberaba; 65 073
BA;14802;Itabuna; 186 708
BA;14901;Itacaré; 27 725
BA;15007;Itaeté; 13 472
BA;15106;Itagi; 13 803
BA;15205;Itagibá; 15 310
BA;15304;Itagimirim; 6 347
BA;15353;Itaguaçu da Bahia; 12 311
BA;15403;Itaju do Colônia; 6 037
BA;15502;Itajuípe; 18 781
BA;15601;Itamaraju; 59 603
BA;15700;Itamari; 7 051
BA;15809;Itambé; 24 394
BA;15908;Itanagra; 5 914
BA;16005;Itanhém; 17 813
BA;16104;Itaparica; 19 789
BA;16203;Itapé; 10 341
BA;16302;Itapebi; 9 174
BA;16401;Itapetinga; 65 897
BA;16500;Itapicuru; 31 679
BA;16609;Itapitanga; 10 279
BA;16708;Itaquara; 8 153
BA;16807;Itarantim; 17 052
BA;16856;Itatim; 15 737
BA;16906;Itiruçu; 10 999
BA;17003;Itiúba; 33 872
BA;17102;Itororó; 16 617
BA;17201;Ituaçu; 17 914
BA;17300;Ituberá; 21 913
BA;17334;Iuiu; 11 118
BA;17359;Jaborandi; 9 272
BA;17409;Jacaraci; 14 436
BA;17508;Jacobina; 82 590
BA;17607;Jaguaquara; 45 964
BA;17706;Jaguarari; 32 703
BA;17805;Jaguaripe; 17 659
BA;17904;Jandaíra; 9 285
BA;18001;Jequié; 158 812
BA;18100;Jeremoabo; 37 626
BA;18209;Jiquiriçá; 13 629
BA;18308;Jitaúna; 14 355
BA;18357;João Dourado; 24 854
BA;18407;Juazeiro; 235 816
BA;18456;Jucuruçu; 9 655
BA;18506;Jussara; 16 354
BA;18555;Jussari; 5 888
BA;18605;Jussiape; 7 379
BA;18704;Lafaiete Coutinho; 4 075
BA;18753;Lagoa Real; 14 105
BA;18803;Laje; 21 052
BA;18902;Lajedão; 3 845
BA;19009;Lajedinho; 3 527
BA;19058;Lajedo do Tabocal; 7 494
BA;19108;Lamarão; 8 746
BA;19157;Lapão; 25 739
BA;19207;Lauro de Freitas; 203 334
BA;19306;Lençóis; 10 774
BA;19405;Licínio de Almeida; 11 834
BA;19504;Livramento de Nossa Senhora; 43 911
BA;19553;Luís Eduardo Magalhães; 107 909
BA;19603;Macajuba; 10 460
BA;19702;Macarani; 21 599
BA;19801;Macaúbas; 41 859
BA;19900;Macururé; 7 256
BA;19926;Madre de Deus; 18 504
BA;19959;Maetinga; 6 973
BA;20007;Maiquinique; 8 731
BA;20106;Mairi; 17 674
BA;20205;Malhada; 15 398
BA;20304;Malhada de Pedras; 8 670
BA;20403;Manoel Vitorino; 13 860
BA;20452;Mansidão; 13 919
BA;20502;Maracás; 27 620
BA;20601;Maragogipe; 35 859
BA;20700;Maraú; 24 580
BA;20809;Marcionílio Souza; 9 267
BA;20908;Mascote; 13 544
BA;21005;Mata de São João; 42 566
BA;21054;Matina; 10 330
BA;21104;Medeiros Neto; 22 194
BA;21203;Miguel Calmon; 24 661
BA;21302;Milagres; 11 071
BA;21401;Mirangaba; 15 734
BA;21450;Mirante; 10 187
BA;21500;Monte Santo; 47 780
BA;21609;Morpará; 7 982
BA;21708;Morro do Chapéu; 33 594
BA;21807;Mortugaba; 11 143
BA;21906;Mucugê; 12 137
BA;22003;Mucuri; 37 975
BA;22052;Mulungu do Morro; 13 152
BA;22102;Mundo Novo; 17 299
BA;22201;Muniz Ferreira; 7 202
BA;22250;Muquém do São Francisco; 10 443
BA;22300;Muritiba; 28 707
BA;22409;Mutuípe; 20 037
BA;22508;Nazaré; 27 049
BA;22607;Nilo Peçanha; 12 052
BA;22656;Nordestina; 18 402
BA;22706;Nova Canaã; 13 715
BA;22730;Nova Fátima; 7 967
BA;22755;Nova Ibiá; 6 501
BA;22805;Nova Itarana; 7 780
BA;22854;Nova Redenção; 7 538
BA;22904;Nova Soure; 24 236
BA;23001;Nova Viçosa; 39 509
BA;23035;Novo Horizonte; 11 162
BA;23050;Novo Triunfo; 10 660
BA;23100;Olindina; 22 633
BA;23209;Oliveira dos Brejinhos; 20 715
BA;23308;Ouriçangas; 7 716
BA;23357;Ourolândia; 19 243
BA;23407;Palmas de Monte Alto; 20 078
BA;23506;Palmeiras; 10 339
BA;23605;Paramirim; 20 347
BA;23704;Paratinga; 29 252
BA;23803;Paripiranga; 26 604
BA;23902;Pau Brasil; 9 370
BA;24009;Paulo Afonso; 112 870
BA;24058;Pé de Serra; 13 243
BA;24108;Pedrão; 6 235
BA;24207;Pedro Alexandre; 13 954
BA;24306;Piatã; 20 086
BA;24405;Pilão Arcado; 35 357
BA;24504;Pindaí; 14 731
BA;24603;Pindobaçu; 19 083
BA;24652;Pintadas; 10 325
BA;24678;Piraí do Norte; 10 974
BA;24702;Piripá; 9 152
BA;24801;Piritiba; 17 566
BA;24900;Planaltino; 8 022
BA;25006;Planalto; 23 135
BA;25105;Poções; 48 293
BA;25204;Pojuca; 32 129
BA;25253;Ponto Novo; 17 938
BA;25303;Porto Seguro; 167 955
BA;25402;Potiraguá; 10 274
BA;25501;Prado; 35 003
BA;25600;Presidente Dutra; 15 130
BA;25709;Presidente Jânio Quadros; 12 621
BA;25758;Presidente Tancredo Neves; 27 726
BA;25808;Queimadas; 25 978
BA;25907;Quijingue; 25 272
BA;25931;Quixabeira; 9 461
BA;25956;Rafael Jambeiro; 19 662
BA;26004;Remanso; 40 586
BA;26103;Retirolândia; 13 651
BA;26202;Riachão das Neves; 21 642
BA;26301;Riachão do Jacuípe; 33 386
BA;26400;Riacho de Santana; 30 711
BA;26509;Ribeira do Amparo; 13 841
BA;26608;Ribeira do Pombal; 54 010
BA;26657;Ribeirão do Largo; 9 740
BA;26707;Rio de Contas; 13 184
BA;26806;Rio do Antônio; 13 146
BA;26905;Rio do Pires; 10 497
BA;27002;Rio Real; 35 362
BA;27101;Rodelas; 10 308
BA;27200;Ruy Barbosa; 28 282
BA;27309;Salinas da Margarida; 14 987
BA;27408;Salvador;2 418 005
BA;27507;Santa Bárbara; 20 952
BA;27606;Santa Brígida; 14 965
BA;27705;Santa Cruz Cabrália; 29 185
BA;27804;Santa Cruz da Vitória; 4 681
BA;27903;Santa Inês; 10 300
BA;28000;Santaluz; 37 834
BA;28059;Santa Luzia; 13 769
BA;28109;Santa Maria da Vitória; 38 604
BA;28208;Santana; 24 755
BA;28307;Santanópolis; 8 716
BA;28406;Santa Rita de Cássia; 27 390
BA;28505;Santa Terezinha; 10 441
BA;28604;Santo Amaro; 56 012
BA;28703;Santo Antônio de Jesus; 103 055
BA;28802;Santo Estêvão; 52 274
BA;28901;São Desidério; 32 828
BA;28950;São Domingos; 8 426
BA;29008;São Félix; 11 026
BA;29057;São Félix do Coribe; 15 194
BA;29107;São Felipe; 20 283
BA;29206;São Francisco do Conde; 37 732
BA;29255;São Gabriel; 18 600
BA;29305;São Gonçalo dos Campos; 39 513
BA;29354;São José da Vitória; 5 315
BA;29370;São José do Jacuípe; 10 187
BA;29404;São Miguel das Matas; 10 334
BA;29503;São Sebastião do Passé; 40 958
BA;29602;Sapeaçu; 17 963
BA;29701;Sátiro Dias; 16 008
BA;29750;Saubara; 11 438
BA;29800;Saúde; 10 478
BA;29909;Seabra; 46 160
BA;30006;Sebastião Laranjeiras; 9 360
BA;30105;Senhor do Bonfim; 74 490
BA;30154;Serra do Ramalho; 34 222
BA;30204;Sento Sé; 38 158
BA;30303;Serra Dourada; 17 066
BA;30402;Serra Preta; 17 996
BA;30501;Serrinha; 80 435
BA;30600;Serrolândia; 13 335
BA;30709;Simões Filho; 114 441
BA;30758;Sítio do Mato; 13 408
BA;30766;Sítio do Quinto; 14 773
BA;30774;Sobradinho; 25 475
BA;30808;Souto Soares; 17 058
BA;30907;Tabocas do Brejo Velho; 11 979
BA;31004;Tanhaçu; 21 006
BA;31053;Tanque Novo; 17 158
BA;31103;Tanquinho; 7 717
BA;31202;Taperoá; 18 044
BA;31301;Tapiramutá; 15 818
BA;31350;Teixeira de Freitas; 145 223
BA;31400;Teodoro Sampaio; 7 110
BA;31509;Teofilândia; 21 176
BA;31608;Teolândia; 15 332
BA;31707;Terra Nova; 10 798
BA;31806;Tremedal; 16 296
BA;31905;Tucano; 48 738
BA;32002;Uauá; 24 665
BA;32101;Ubaíra; 18 626
BA;32200;Ubaitaba; 17 610
